line,station,distance_from_start
Blue_Vaishali,Yamuna Bank,0.0
Blue_Vaishali,Laxmi Nagar,1.3
Blue_Vaishali,Nirman Vihar,2.4
Blue_Vaishali,Preet Vihar,3.4
Blue_Vaishali,Karkar Duma,4.6
Blue_Vaishali,Anand Vihar,5.7
Blue_Vaishali,Kaushambi,6.5
Blue_Vaishali,Vaishali,8.1
